Speed_20,Dir_20,Hum,SR,Press,TempK,PTheo
0.07442857142857143,0.8396388888888888,0.8436836836836837,0.0,0.9953226010901256,0.8539914285714285,0.10948120333333336
0.06036363636363636,0.84025,0.8480080080080079,0.0,0.9952465458232983,0.8546714285714285,0.07201301333333333
0.07117532467532468,0.8828333333333334,0.8486686686686686,0.0,0.9951958423120801,0.8537657142857142,0.10011960083333335
0.08397402597402596,0.8418333333333333,0.8517617617617617,0.0,0.9945747242996578,0.8539342857142858,0.13936385333333332
0.07411688311688311,0.8500833333333333,0.8591891891891891,0.0,0.9946127519330714,0.8571714285714286,0.10856616333333331
0.07439610389610389,0.8425833333333332,0.8629629629629628,0.0,0.9946127519330714,0.8564142857142857,0.10938570749999998
0.09068831168831169,0.8422777777777779,0.8691791791791792,0.0,0.9946127519330714,0.8565285714285715,0.16254096333333334
0.0951103896103896,0.8714166666666666,0.8693893893893894,0.0,0.9949930282672076,0.8571000000000001,0.1787788408333333
0.07635714285714285,0.8525277777777779,0.8679479479479478,0.0,0.9950057041450121,0.8579028571428572,0.11522840083333334
0.09877272727272726,0.8856388888888889,0.8680280280280279,0.0,0.9950183800228166,0.8579285714285714,0.1928121008333333
0.11497402597402596,0.8724166666666666,0.8694894894894893,0.0,0.9949930282672076,0.85838,0.26125202999999997
0.11287012987012987,0.9102777777777777,0.8720520520520519,0.0,0.9950057041450121,0.8588,0.25177826999999997
0.11518831168831169,0.889888888888889,0.881011011011011,0.0,0.9950690835340348,0.8564914285714286,0.26222676749999996
0.12192857142857141,0.8816944444444446,0.8798798798798799,0.0,0.9950817594118393,0.8568485714285714,0.2938131075
0.11833766233766234,0.8911666666666667,0.8817117117117117,0.0,0.9950690835340348,0.8569257142857142,0.2767618133333334
0.13768181818181816,0.8800277777777777,0.8787887887887887,0.0,0.9949423247559893,0.8569514285714286,0.3746393408333333
0.14192857142857143,0.8866388888888889,0.8835935935935936,0.0,0.9947775383445303,0.8543657142857144,0.39810704083333337
0.11942857142857143,0.8538055555555556,0.8862062062062062,0.0,0.9947141589555077,0.8538142857142856,0.28188805333333333
0.08208441558441558,0.8567777777777777,0.8842242242242242,0.0,0.9945366966662442,0.8537914285714285,0.13316240083333333
0.10378571428571429,0.8420555555555556,0.882082082082082,0.0,0.994485993155026,0.8533628571428572,0.21288024083333337
0.08287662337662337,0.8135277777777777,0.8768368368368368,0.0,0.994650779566485,0.85504,0.13574514083333333
0.12333766233766233,0.8247777777777778,0.8695595595595595,0.0,0.9947521865889213,0.8564685714285715,0.3006433633333333
0.07988311688311688,0.8415,0.8676076076076076,0.0,0.9950817594118393,0.8565257142857142,0.12611600333333334
0.10505844155844155,0.8648055555555555,0.8672972972972972,0.0,0.9953226010901256,0.8585571428571429,0.21813336749999998
0.11629870129870129,0.8400277777777778,0.8798298298298297,0.0,0.9953986563569527,0.857937142857143,0.2673067499999999
0.11664285714285715,0.8813611111111112,0.8940640640640639,0.0,0.9952085181898846,0.8564542857142857,0.2688911408333333
0.09198051948051948,0.8604444444444445,0.904104104104104,0.0,0.9952085181898846,0.8567000000000001,0.16720602083333336
0.09881168831168831,0.8416666666666667,0.8904004004004002,0.0,0.9946254278108759,0.8561371428571429,0.19296424083333336
0.07982467532467533,0.8450277777777777,0.9119219219219219,0.0,0.9945747242996578,0.8560771428571429,0.12593154083333336
0.08017532467532466,0.8561944444444445,0.9228828828828828,0.0,0.9948028901001394,0.8582314285714285,0.12704034083333332
0.055551948051948054,0.8525833333333334,0.8807507507507506,0.0,0.9947141589555077,0.8589142857142857,0.060990020833333346
0.055967532467532465,0.8200277777777777,0.8812512512512513,0.0,0.9942578273545444,0.8589514285714285,0.0619059675
0.05599350649350649,0.8582500000000001,0.8794194194194194,0.0,0.9945747242996578,0.8594457142857143,0.06196344083333333
0.04155844155844156,0.8578055555555556,0.8660860860860861,0.0,0.9947141589555077,0.8594628571428572,0.03413333333333334
0.04120779220779221,0.8640000000000001,0.8672972972972972,0.0,0.9947141589555077,0.8592571428571428,0.03355976333333334
0.029935064935064936,0.8637777777777778,0.8663863863863864,0.0,0.9949423247559893,0.8589371428571428,0.017710083333333335
0.02977922077922078,0.8723611111111111,0.8705405405405405,0.0,0.9950944352896438,0.85888,0.017526163333333334
0.019214285714285715,0.8445277777777777,0.8751551551551551,0.0,0.9952085181898846,0.85998,0.0072964008333333335
0.022863636363636364,0.845,0.8830730730730729,0.0,0.9953479528457346,0.8438771428571429,0.010331200833333333
0.02085064935064935,0.8368333333333333,0.878048048048048,0.0,0.9953479528457346,0.8438314285714286,0.008592100833333331
0.04566233766233766,0.8743333333333333,0.8807307307307307,0.0,0.9953352769679301,0.8437457142857142,0.04120752000000001
0.04577272727272727,0.9171944444444444,0.8811811811811812,0.0,0.9953352769679301,0.8436485714285714,0.04140700083333333
0.01988961038961039,0.8670555555555555,0.870940940940941,0.0,0.9951578146786666,0.8432714285714286,0.0078183075
0.012207792207792207,0.8603611111111111,0.8895795795795796,0.0,0.9951578146786666,0.84526,0.0029453333333333337
0.007798701298701299,0.8305,0.895995995995996,0.0,0.9951197870452528,0.8451857142857143,0.0012020008333333333
0.0013701298701298702,0.8336111111111112,0.8972372372372371,0.0,0.9951704905564711,0.8480885714285715,3.7100833333333336e-05
0.0007792207792207792,0.8416388888888889,0.8993493493493493,0.0,0.9950817594118393,0.8466428571428571,1.2000000000000002e-05
0.0013376623376623376,0.8168333333333333,0.9041241241241241,0.0,0.9953352769679301,0.84812,3.5363333333333334e-05
